시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
제주특별자치도지체장애인협회장애인활동지원센터,제주특별자치도,제주시,50110,제주특별자치도 제주시 동광로 77,제주특별자치도 제주시 일도이동 362-23,33.50447673,126.5364308,3층 사무실 로비,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,제주장애인자립생활센터,064-751-9103,2022-05-09,6500000,제주특별자치도
송도스포츠센터,부산광역시,서구,26140,부산광역시 서구 송도해변로 121,부산광역시 서구 암남동 229-10,35.07807699,129.0201101,1층 출입문 왼쪽,09:00,18:00,09:00,13:00,00:00,00:00,2,N,Y,부산광역시 서구,051-240-4824,2022-04-18,3260000,부산광역시 서구
청양군청,충청남도,청양군,44790,충청남도 청양군 청양읍 문화예술로 222,충청남도 청양군 청양읍 송방리 100,36.45824167,126.802341,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 청양군청,041-940-2103,2022-04-12,4590000,충청남도 청양군
청양읍사무소,충청남도,청양군,44790,충청남도 청양군 청양읍 칠갑산로 9길 32,충청남도 청양군 청양읍 읍내리 14-1,36.4533356,126.8066593,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 청양군 청양읍사무소,041-940-4112,2022-04-12,4590000,충청남도 청양군
노인종합복지관,충청남도,청양군,44790,충청남도 청양군 청양읍 칠갑산로 2길 4,충청남도 청양군 청양읍 읍내리 188-5,36.45085926,126.8001288,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,청양군노인종합복지관,041-943-8805,2022-04-12,4590000,충청남도 청양군
청남면사무소,충청남도,청양군,44790,충청남도 청양군 청남면 명덕로 183,충청남도 청양군 청남면 청소리 184,36.35260139,126.9522893,1층 현관,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,충청남도 청양군 청남면사무소,041-940-4265,2022-04-12,4590000,충청남도 청양군
울주군장애인복지관,울산광역시,울주군,31710,울산광역시 울주군 삼남읍 중평1길 15,울산광역시 울주군 삼남읍 교동리 1499-166,35.5612525,129.1252614,4층 승강기 앞 로비,09:00,18:00,09:00,13:00,00:00,00:00,2,N,Y,울주군장애인복지관,052-229-9461,2022-04-13,3730000,울산광역시 울주군
범서읍행정복지센터,울산광역시,울주군,31710,울산광역시 울주군 범서읍 송현길 72,울산광역시 울주군 범서읍 천상리 442-2,35.5686557,129.2305682,1층 출입문 안 오른쪽,08:00,20:00,08:00,20:00,08:00,20:00,2,N,Y,울산광역시 울주군 범서읍행정복지센터,052-204-4225,2022-04-13,3730000,울산광역시 울주군
온산문화체육센터,울산광역시,울주군,31710,울산광역시 울주군 온산읍 명봉거남로 46,울산광역시 울주군 온산읍 덕신리 51-1,35.4385037,129.3153148,2층 승강기 앞 로비,06:00,22:00,09:00,18:00,09:00,18:00,2,N,Y,온산문화체육센터,052-229-9667,2022-04-13,3730000,울산광역시 울주군
울산KTX,울산광역시,울주군,31710,울산광역시 울주군 삼남읍 울산역로 177,울산광역시 울주군 삼남읍 신화리 88,35.55149918,129.1386324,1층 매표소 옆,04:30,00:00,04:30,00:00,04:30,00:00,2,N,Y,울산KTX,052-930-8002,2022-04-13,3730000,울산광역시 울주군
온양읍행정복지센터,울산광역시,울주군,31710,울산광역시 울주군 온양읍 남창1길 20,울산광역시 울주군 온양읍 남창리 270,35.4193735,129.2804005,1층 로비 왼쪽,08:00,20:00,08:00,20:00,08:00,20:00,2,N,Y,울산광역시 울주군 온양읍행정복지센터,052-204-4524,2022-04-13,3730000,울산광역시 울주군
청량읍행정복지센터,울산광역시,울주군,31710,울산광역시 울주군 청량읍 신덕하3길 5,울산광역시 울주군 청량읍 상남리 595-7,35.4930235,129.3059779,1층 무인발급기 옆,08:00,20:00,08:00,20:00,08:00,20:00,2,N,Y,울산광역시 울주군 청량읍행정복지센터,052-204-4624,2022-04-13,3730000,울산광역시 울주군
경안동행정복지센터,경기도,광주시,41610,경기도 광주시 중앙로 125,경기도 광주시 경안동 53-2번지,37.41085744,127.2572898,1층 민원실 앞 홀,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경기도 광주시청,031-760-3744,2022-03-31,5540000,경기도 광주시
한소울장애인자립생활지원센터,경기도,광주시,41610,경기도 광주시 포돌이로 63,경기도 광주시 탄벌동 73,37.413991,127.244342,센터 내 교육실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,경기도 광주시청,031-760-3744,2022-03-31,5540000,경기도 광주시
노인복지관,경기도,광주시,41610,경기도 광주시 파발로 202,경기도 광주시 탄벌동 18-1번지,37.41690629,127.2500002,정문 입구,00:00,23:59,00:00,00:00,00:00,00:00,2,Y,Y,경기도 광주시청,031-760-3744,2022-03-31,5540000,경기도 광주시
광주시립중앙도서관,경기도,광주시,41610,경기도 광주시 문화로 82,경기도 광주시 경안동 161-24번지,37.41063575,127.253105,1층 주차장 출입구,00:00,23:59,00:00,00:00,00:00,00:00,2,N,Y,경기도 광주시청,031-760-3744,2022-03-31,5540000,경기도 광주시
면목역,서울특별시,중랑구,11260,서울특별시 중랑구 면목로 407,서울특별시 중랑구 면목동 282-6,37.5883848968,127.0875678415,면목역 (개찰구 앞쪽),05:00,00:00,05:00,00:00,05:00,00:00,2,N,N,중랑구청 장애인복지과,02-2094-2482,2021-08-17,3060000,서울특별시 중랑구
강북장애인종합복지관,서울특별시,강북구,11305,서울특별시 강북구 오현로 189,서울특별시 강북구 번동 306-2,37.6287592,127.0390695,주차장,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,서울특별시 강북구청,02-901-6677,2022-04-06,3080000,서울특별시 강북구
봉화산역,서울특별시,중랑구,11260,서울특별시 중랑구 신내로 232,서울특별시 중랑구 신내동 643-1,37.6176537624,127.0907581295,봉화산역 (B1층 임대상가(미샤) 좌측),05:00,00:00,05:00,00:00,05:00,00:00,2,Y,N,중랑구청 장애인복지과,02-2094-2482,2021-08-17,3060000,서울특별시 중랑구
사가정역,서울특별시,중랑구,11260,서울특별시 중랑구 사가정로 393,서울특별시 중랑구 면목동 495,37.5807945533,127.0884390584,사가정역(개찰구 안쪽),05:00,00:00,05:00,00:00,05:00,00:00,2,N,N,중랑구청 장애인복지과,02-2094-2482,2021-08-17,3060000,서울특별시 중랑구
상봉역,서울특별시,중랑구,11260,서울특별시 중랑구 망우로 297,서울특별시 중랑구 상봉동 100-46,37.5967137844,127.0854367651,상봉역 (7번출구개찰구 앞쪽),05:00,00:00,05:00,00:00,05:00,00:00,2,N,N,중랑구청 장애인복지과,02-2094-2482,2021-08-17,3060000,서울특별시 중랑구
영종종합청사,인천광역시,중구,28110,인천광역시 중구 운남서로 100,인천광역시 중구 운남동 1511,37.49416117,126.5314849,영종동 행정복지센터 입구 전방 좌측,09:00,18:00,00:00,00:00,00:00,00:00,2,N,Y,인천광역시 중구,032-760-7327,2022-09-07,3490000,인천광역시 중구
운서동행정복지센터,인천광역시,중구,28110,인천광역시 중구 흰바위로27번길 10,인천광역시 중구 운서동 2792-3,37.49332988,126.4883439,운서동 행정복지센터 2층 대회의실,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,인천광역시 중구,032-760-7327,2022-09-07,3490000,인천광역시 중구
중구장애인종합복지관,인천광역시,중구,28110,인천광역시 중구 매소홀로 10,인천광역시 중구 신흥동 3가30-17,37.45278277,126.6282058,중구장애인종합복지관 입구 왼편,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,인천광역시 중구,032-760-7327,2022-09-07,3490000,인천광역시 중구
성미가엘종합사회복지관,인천광역시,중구,28110,인천광역시 중구 송학로 40,인천광역시 중구 내동 3-5,37.47444945,126.6272621,성미기엘종합사회복지관 입구 왼편,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,인천광역시 중구,032-760-7327,2022-09-07,3490000,인천광역시 중구
김천시청,경상북도,김천시,47150,경상북도 김천시 시청1길 1(신음동),경상북도 김천시 신음동 1284,36.1397145,128.1133065,청사 정문 입구 로비 오른쪽 공간,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,N,경상북도 김천시,054-420-6209,2022-08-30,5060000,경상북도 김천시
경북지체장애인협회 김천시지회,경상북도,김천시,47150,경상북도 김천시 환경로 105(신음동),경상북도 김천시 신음동 46-1,36.131786,128.1376648,사무실 입구 오른쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,N,경북지체장애인협회 김천시지회,054-433-5550,2022-08-30,5060000,경상북도 김천시
KTX 김천구미역사,경상북도,김천시,47150,경상북도 김천시 남면 혁신1로 51,경상북도 김천시 남면 옥산리 825,36.11352916,128.1811777,주출입구정문 죄측 벽면,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,경상북도 김천시,054-440-8003,2022-08-30,5060000,경상북도 김천시
대곡동주민센터,경상북도,김천시,47150,경상북도 김천시 부곡길 2,경상북도 김천시 부곡동 1330,36.12439902,128.089325,상담실입구 좌측벽면,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경상북도 김천시,054-421-2403,2022-08-30,5060000,경상북도 김천시
대신동주민센터,경상북도,김천시,47150,경상북도 김천시 신양1길 22,경상북도 김천시 신음동 1015-2,36.135379,128.115826,주출입구 현관우측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경상북도 김천시,054-421-2375,2022-08-30,5060000,경상북도 김천시
자산동주민센터,경상북도,김천시,47150,경상북도 김천시 용암로 27,경상북도 김천시 모암동 187-11,36.122252,128.127801,주출입구 현관안쪽,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경상북도 김천시,054-421-2315,2022-08-30,5060000,경상북도 김천시
지좌동주민센터,경상북도,김천시,47150,경상북도 김천시 영남대로 1940,경상북도 김천시 지좌동 440-73,36.12000854,128.1423333,1층 로비 벽면 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경상북도 김천시,054-421-2441,2022-08-30,5060000,경상북도 김천시
평화남산동주민센터,경상북도,김천시,47150,경상북도 김천시 평화순환길 289,경상북도 김천시 평화동 281-22,36.12042129,128.1167583,현관문 오른쪽 벽면 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경상북도 김천시,054-421-2335,2022-08-30,5060000,경상북도 김천시
김천시 평생교육원,경상북도,김천시,47150,경상북도 김천시 공단2길 30-22,경상북도 김천시 대광동 1000-11,36.14386568,128.137242,현관 로비 우측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경상북도 김천시,054-421-2626,2022-08-30,5060000,경상북도 김천시
김천부곡사회복지관,경상북도,김천시,47150,경상북도 김천시 문지왈길 68,경상북도 김천시 부곡동 1328,36.12111291,128.0870892,현관 좌측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경상북도 김천시,054-439-0160,2022-08-30,5060000,경상북도 김천시
김천문화예술회관,경상북도,김천시,47150,경상북도 김천시 운동장길 3,경상북도 김천시 삼락동 500-1,36.13823991,128.088637,1층 로비 우측,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경상북도 김천시,054-420-7822,2022-08-30,5060000,경상북도 김천시
김천시립도서관,경상북도,김천시,47150,경상북도 김천시 평화순환길 111,경상북도 김천시 평화동 374-1,36.12333761,128.1099162,1층로비 엘리베이터 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,경상북도 김천시,054-421-2834,2022-08-30,5060000,경상북도 김천시
김천의료원,경상북도,김천시,47150,경상북도 김천시 모암길 24,경상북도 김천시 모암동 85-1,36.12266843,128.1260004,장애인주차장 기둥 옆,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,경상북도 김천시,054-429-8114,2022-08-30,5060000,경상북도 김천시
김천제일병원,경상북도,김천시,47150,경상북도 김천시 신음1길 12,경상북도 김천시 대신동 462-14,36.13545286,128.1188232,응급실 자동문 안쪽 벽면,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,경상북도 김천시,054-420-9476,2022-08-30,5060000,경상북도 김천시
강변공원,경상북도,김천시,47150,경상북도 김천시 강변공원길 169,경상북도 김천시 교동 703,36.12888091,128.0905141,관리사무실 건물 옆 화장실 벽 앞,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,경상북도 김천시,054-420-6448,2022-08-30,5060000,경상북도 김천시
직지문화공원,경상북도,김천시,47150,경상북도 김천시 대항면 운수리 44,경상북도 김천시 대항면 운수리 33-1,36.11546811,128.013992,관리사무소 좌측 창문 벽앞,09:00,18:00,09:00,18:00,09:00,18:00,2,Y,Y,경상북도 김천시,054-420-6448,2022-08-30,5060000,경상북도 김천시
흰돌종합사회복지관,경기도,고양시,41285,경기도 고양시 일산동구 장백로 61,,37.64305161,126.7856657,1층 현관,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
원당역(3호선),경기도,고양시,41281,경기도 고양시 덕양구 고양대로 1429,,37.65343481,126.8431036,4번출구 맞이방,05:00,23:59,05:00,23:59,05:00,23:59,2,N,N,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
화정역(3호선),경기도,고양시,41281,경기도 고양시 덕양구 화정로 지하 60,,37.63450697,126.8326298,고객지원실 앞,05:00,23:59,05:00,23:59,05:00,23:59,2,N,Y,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
백석역(3호선),경기도,고양시,41285,경기도 고양시 일산동구 중앙로 지하 1042,,37.64316065,126.7881717,4번출구 고객지원센터 앞,05:00,23:59,05:00,23:59,05:00,23:59,2,N,N,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
정발산역(3호선),경기도,고양시,41285,경기도 고양시 일산동구 중앙로 지하 1270,,37.65965732,126.7734644,정발산역4번출구 앞,05:00,23:59,05:00,23:59,05:00,23:59,2,N,Y,경기도 고양시청,031-8075-3292,2022-09-14,3940000,경기도 고양시
원주시장애인종합복지관,강원도,원주시,42130,강원도 원주시 동부순환로 9-8,강원도 원주시 단구동 1486-2,37.318961,127.968836,3층 강당 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,N,N,강원도 원주시 원주시장애인종합복지관,033-766-5990,2022-04-28,4190000,강원도 원주시
원주시청,강원도,원주시,42130,강원도 원주시 시청로 1,강원도 원주시 무실동 1,37.341925,127.9197228,시청 경로장애인과 입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 원주시 경로장애인과,033-737-2711,2022-04-28,4190000,강원도 원주시
원주시보건소,강원도,원주시,42130,강원도 원주시 원일로 139,강원도 원주시 일산동 211,37.3515886,127.9467898,지하1층 중독상담센터 맞은편,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 원주시 보건소,033-737-4056,2022-04-28,4190000,강원도 원주시
원주 중앙동 행정복지센터,강원도,원주시,42130,강원도 원주시 충정길 12,강원도 원주시 학성동 206-6,37.3528324,127.9474775,민원대 옆,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 원주시 중앙동 행정복지센터,033-737-5718,2022-04-28,4190000,강원도 원주시
원인동 행정복지센터,강원도,원주시,42130,강원도 원주시 무실로 63,강원도 원주시 원동 253,37.3456142,127.9468052,주출입구 복도,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 원주시 원인동 행정복지센터,033-737-5727,2022-04-28,4190000,강원도 원주시
개운동 행정복지센터,강원도,원주시,42130,강원도 원주시 행구로 40,강원도 원주시 개운동 55,37.3410506,127.9600195,주출입구 복도,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 원주시 개운동 행정복지센터,033-737-5742,2022-04-28,4190000,강원도 원주시
명륜2동 행정복지센터,강원도,원주시,42130,강원도 원주시 황소마을길 30,강원도 원주시 명륜동 640-1,37.3316276,127.9439485,청사 좌측 출입구,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 원주시 명륜2동 행정복지센터,033-737-5761,2022-04-28,4190000,강원도 원주시
단구동 행정복지센터,강원도,원주시,42130,강원도 원주시 치악로 1605,강원도 원주시 단구동 145,37.3260922,127.960269,복지상담실 앞,09:00,18:00,00:00,00:00,00:00,00:00,2,Y,Y,강원도 원주시 단구동 행정복지센터,033-737-5162,2022-04-28,4190000,강원도 원주시
